68044.1,-21120.3
56625.9,59694.2
82336.6,-60488.2
-32952.8,53651.9
-44442.9,10798.3
-4516.87,25779.1
-27040.3,2684.18
90453.4,83246.2
27147.3,43465
-71678.4,21398.5
-96739.8,-51420.8
-72552.6,60841.6
-68663,-19808
-74040.9,-78237.4
99792.7,-56346.9
2590.47,67829
22532.7,-40791.4
27515.4,4861.52
-1279.56,94562.6
-41494.4,54277.5
5353.1,53988.8
-19951.2,78312.8
-43334.8,-29505.6
61551.2,83812.5
-86048.4,89872.8
5203.17,-82788.2
-61555.7,32650.6
78053.5,-30218.7
-87165.2,-95995.2
-8456.09,-87380.3
-52342.2,94134.4
80448.6,70190.6
-46664.8,7956.27
-24955.7,52055.7
2511.07,33550
6325.43,-92143.6
-12469.1,86374.3
86169.2,44196.1
-43139.1,47712.6
28000.7,-29187.5
37577.6,-66803.9
-11975.7,76021.9
65846.7,-33930
-54204.6,78681.4
-29925.2,37339.3
91301.1,17732.6
31465.9,71742
-12084.6,84801.2
-20309.6,62959.7
36849,82201.5
-3498.11,-56833.3
90057.9,84032.8
-70466.8,76219.3
28221.1,-13606
23924.1,-43785.9
57206.5,-38506
-10589.8,-54776.9
-62491.9,-44750.9
11293.1,-16696.5
-66077.3,81367.9
-79365,-74783.9
-907.327,52101
96958,87008.1
36894.3,-23359.3
49960,-26264.4
-41165.6,-53545.9
16902.3,-51115.5
-69520.9,46435.4
-74904,58700.3
-67178.3,49020.1
-85093.5,90028.2
-89493.7,4316.74
-64756.5,-51985.7
59565.8,46536.6
31317.8,93488.6
27896.7,51952.9
-81303.2,-73018.5
4046.07,-84353
-86018.2,-59067.4
-7712.31,63941.8
14668.2,51122.1
-89611.8,-68437.3
100007,-59132.7
77998.1,-74905.3
99567.6,-89188.1
74114.8,-85533.7
-99167.6,84621
18783.1,-63924.1
-67372.4,-21658.9
82612.4,63945.4
-28178.1,10501.3
15890.5,-9481.31
37482.8,-80071.2
6165.73,51464.7
-39138.6,98453.4
15398.7,75529.6
49567.7,25786.9
-92915.5,49566.4
66654.2,85082.5
74661.1,66214
95894.5,48768
80680.3,96726.8
33381.3,-544.422
-67205.1,66008.8
77796.7,-84600.5
29946.5,-50389.2
25900.8,-54170.8
40129.5,-36624.1
-34242,-53712.6
-85167.2,26619.4
-55267,30231.5
2141.17,94300.7
-43989.4,9225.63
43859.3,-77343
-5699.64,18512.6
88871,-9812.98
-32727.2,69543.5
-13094,-99353.7
-31008.7,19700.9
66655.2,-53219.8
35100.5,-3406.18
-3609.08,-39006.5
42423,-63487.4
24369.4,-91826.8
-17200,39202.2
34792.5,27533
-30574.1,-63074.1
21825.9,25436.5
46151.6,-34322.6
48093.5,-59555.9
84190,36956.6
30631.2,-48544.9
6492.34,-82470.6
-47898.6,75483.6
37230.3,-81251.2
-77744,-27677
15342.6,18646.9
33316.5,-42242.2
55159.5,-42321.9
-34069,-62048.3
96880.3,-99284.3
65484.7,-33701.6
-62358.3,-12697.2
91734.9,83793.2
52980.2,39820.5
-75770.4,37162.5
-23230.6,54860.7
88617.6,83261.7
72390.1,-59288.8
58737.6,9612.68
-40540,80993.5
81935.7,74802.6
-367.334,15244.4
-67447.4,-45215.6
72922.5,-1516.4
-7263.96,69795
-800.657,-41787.1
-63914.3,36841
45515.7,-72187.3
20626.5,-1511.82
67633.3,44856
-64357.1,-55605.2
-291.02,-75747.3
-72351.2,-27908.7
-35036.1,86386.3
81704,24423.9
67372.1,63631.9
-781.251,-33003.1
-21131.5,31771.4
21781.3,-48216.8
-69752.8,-85490.4
-78429.5,29446.5
-27277.5,-42343.9
-33720.3,-81769.6
-14531.1,86906.2
16718.6,-46905.7
31754.5,52361.5
-2510.83,-68544.4
76614.2,25137.9
3546.98,-58429.7
11516.5,-14756.8
65994.3,-21119.3
-51132.7,-34794.8
45877.7,27735.8
96976.6,-32348.8
79519,-72784
-17839.2,-98918.2
56662.5,54883.3
-41262.1,-77065.5
73113.7,44206.8
-90167.1,-10175.5
97301.1,41587.3
-57821.8,-5217.51
73043,-81215.4
-80087.4,-23417.8
-39645,31429.1
61825.4,-73658.5
-89697.9,-89315.1
-8453.31,56179.8
38420.7,-11484.5
-76176.8,17931.9
15731.5,5983.97
19013.7,-27613.8
-39140.5,77751.6
-4679.36,-66034.6
21950.6,5153.52
23789.9,19243.9
-53266.9,65968.1
-85981.4,-80231.7
84752.8,-66068.8
-3649.58,-54900.1
65360.3,-41832
-28558.6,75662.4
-31147.1,62988.1
31834.3,-92734.2
-48504.2,55657.5
25197.7,67227.3
-38366.3,-55796.4
-60394.3,22493.2
-78052.6,34926.3
56458.5,43898
-59928,-19759.3
-36865.9,-13194.9
-53799,-22847.3
6573.35,-69054
11083.9,-97084
-23954.1,-23563.6
-38916,47487.3
-47909,29936.9
10467.6,83925.3
37202.6,61963.4
39575.1,-37607.5
29182.8,-98799
6596.12,68788.5
23694.2,28543.5
3707.01,-19855.1
-27566.3,43779
60385.6,35567.8
-69423.6,-93421.2
-87287.4,37149.7
-62475.3,23796.5
40065.7,13570.6
-99774.9,-98858.1
-38949.9,-47683.9
31078.7,71517.7
-63766.3,-31726.4
33473.3,75808.7
30666.1,-37351.6
77009.7,-62745.6
-68570.9,696.119
65797.9,35136.1
80841.1,-61776.2
-21092.7,41218.8
73791.6,9483.68
